productividad,edad,sexo,hijos,años_empresa,satisfaccion_equipo,horas_formacion_mes,distancia_oficina_km,departamento,estres_reportado,bono_anual,jornada_continua
22,26,Hombre,Sí,15,10,0.6,2.6,IT,8,1.6,No
15,32,Hombre,Sí,30,1,1.5,0.9,Operaciones,8,1.4,No
36,55,Hombre,No,15,10,17.6,7.1,Operaciones,2,0.7,Sí
26,45,Hombre,No,14,7,7.5,8.9,IT,4,6.8,No
28,36,Mujer,No,5,3,24.0,10.6,IT,8,1.9,No
38,59,Hombre,Sí,8,9,30.0,4.7,Ventas,1,3.1,No
19,29,Mujer,No,6,6,3.7,9.9,Ventas,8,9.3,No
23,26,Mujer,Sí,13,5,2.8,0.1,Ventas,3,2.4,Sí
25,47,Mujer,No,10,8,15.6,0.6,RRHH,8,3.8,No
28,39,Mujer,Sí,20,8,30.0,0.5,Ventas,6,1.2,No
21,27,Hombre,No,30,3,7.9,6.2,Operaciones,7,3.5,No
26,58,Hombre,Sí,15,2,12.7,0.4,Marketing,2,0.9,No
25,34,Mujer,No,24,2,12.2,3.4,Ventas,1,2.2,Sí
20,49,Hombre,Sí,5,5,3.5,3.2,Ventas,6,5.1,No
24,26,Mujer,Sí,21,10,6.8,1.9,Marketing,3,4.0,No
29,34,Hombre,No,26,7,14.3,10.2,Operaciones,4,0.4,No
27,38,Mujer,No,15,8,9.3,0.9,Marketing,9,2.3,Sí
28,61,Mujer,No,19,10,0.2,2.2,IT,3,3.3,Sí
30,53,Mujer,Sí,28,8,3.3,7.4,IT,2,4.5,No
30,50,Mujer,No,15,8,1.2,0.2,IT,2,0.1,Sí
26,24,Mujer,No,11,10,2.1,5.6,Operaciones,2,0.4,No
25,61,Mujer,Sí,16,3,18.9,8.5,Marketing,6,3.9,No
22,55,Mujer,Sí,4,2,0.3,13.5,Marketing,2,3.7,No
28,61,Hombre,No,26,4,2.0,10.4,IT,7,3.8,Sí
19,48,Hombre,No,24,1,3.0,1.9,Marketing,7,0.7,No
27,34,Hombre,No,12,3,7.7,4.4,IT,7,3.0,No
28,54,Mujer,No,7,9,6.1,0.4,Ventas,2,2.2,No
24,27,Hombre,No,23,7,2.0,1.5,IT,7,4.0,No
19,45,Mujer,Sí,4,7,1.4,0.5,Operaciones,10,1.2,No
19,40,Mujer,No,11,1,2.2,1.9,Marketing,8,3.9,No
24,37,Mujer,No,8,7,5.6,10.4,Ventas,8,2.5,Sí
22,61,Mujer,Sí,2,10,2.5,2.1,Operaciones,2,2.5,No
31,49,Hombre,No,2,7,23.6,4.1,IT,5,2.2,No
20,54,Mujer,Sí,0,4,5.0,2.8,Ventas,6,2.5,No
28,62,Mujer,No,24,7,0.5,3.1,IT,9,4.2,No
27,34,Hombre,Sí,21,8,10.5,17.5,IT,6,4.1,Sí
21,64,Hombre,Sí,17,3,3.2,1.8,IT,10,1.0,No
28,46,Mujer,Sí,23,10,8.5,4.9,IT,6,10.4,No
16,63,Mujer,No,11,2,2.6,2.7,Marketing,10,2.1,No
25,57,Hombre,Sí,8,7,6.8,0.3,IT,10,8.7,No
24,48,Mujer,No,8,5,11.8,3.4,RRHH,6,4.9,No
27,59,Mujer,No,17,5,21.0,8.4,Ventas,9,0.5,No
17,28,Hombre,No,17,5,2.4,0.5,RRHH,10,9.7,No
16,26,No binario,Sí,28,7,3.3,0.4,Marketing,7,6.1,No
29,64,Mujer,No,6,9,5.0,0.8,Marketing,1,2.6,No
34,52,Mujer,Sí,26,8,21.0,7.2,IT,1,4.7,No
32,44,Mujer,No,3,6,18.5,6.4,Marketing,4,1.0,No
28,63,Hombre,Sí,12,7,0.8,4.2,Ventas,2,1.7,Sí
25,31,Hombre,No,16,9,1.1,3.2,Operaciones,3,2.2,Sí
26,53,Hombre,No,23,6,5.5,11.0,Ventas,7,3.1,No
16,64,Hombre,No,1,1,0.9,7.3,Ventas,7,1.2,No
27,51,Hombre,No,13,4,3.4,8.4,IT,3,4.9,No
29,60,Mujer,Sí,2,8,1.3,8.4,Marketing,2,0.5,Sí
23,52,Mujer,Sí,4,7,8.1,5.1,Ventas,1,3.6,No
29,39,Mujer,No,13,3,23.9,3.1,Operaciones,9,4.9,No
34,57,Mujer,No,2,10,30.0,10.0,Operaciones,10,13.1,No
18,23,Mujer,Sí,22,3,3.8,13.0,Marketing,3,4.2,No
22,35,Hombre,No,6,3,7.3,0.1,IT,9,1.3,No
18,34,Hombre,No,29,1,15.5,0.3,Marketing,4,2.0,No
25,50,Mujer,No,17,10,1.0,15.9,IT,10,2.2,No
18,33,Mujer,Sí,12,1,9.4,1.6,IT,6,7.6,No
27,60,Hombre,Sí,28,6,4.2,10.3,Operaciones,7,5.9,No
15,23,Mujer,Sí,22,1,1.8,2.5,Operaciones,10,10.7,No
25,53,Hombre,No,26,5,4.1,0.6,Operaciones,6,4.6,No
24,34,Mujer,No,21,4,0.6,0.4,IT,1,6.8,No
25,48,Mujer,No,9,5,9.5,0.9,Ventas,6,0.7,Sí
26,62,Mujer,No,24,7,2.3,1.4,IT,6,2.8,Sí
31,38,No binario,No,12,6,3.0,3.4,IT,5,8.5,Sí
30,61,Mujer,No,15,9,1.0,6.0,IT,3,4.3,No
27,52,Mujer,No,8,6,16.0,21.5,IT,10,5.9,Sí
26,55,Mujer,Sí,1,9,5.4,2.9,Marketing,3,1.5,No
28,45,Mujer,No,22,4,6.8,3.7,RRHH,10,5.4,No
24,56,Mujer,No,4,1,6.7,3.7,Marketing,7,3.7,No
15,27,Hombre,Sí,28,1,4.2,3.9,RRHH,8,1.5,No
25,40,Hombre,Sí,21,10,1.7,3.6,Ventas,3,3.3,No
29,51,Mujer,Sí,16,7,10.9,0.0,Ventas,3,6.6,No
19,28,Hombre,No,22,3,1.1,0.0,RRHH,7,1.0,Sí
15,31,Hombre,No,21,2,0.9,0.5,IT,10,3.8,No
27,62,No binario,No,3,6,9.9,0.5,IT,7,8.1,No
24,53,Mujer,No,16,6,1.9,6.1,Ventas,9,4.0,No
22,55,Mujer,Sí,8,7,2.9,1.1,IT,6,4.8,No
22,49,Hombre,Sí,19,5,5.2,11.3,Marketing,7,5.0,No
24,36,Hombre,Sí,1,8,4.8,13.2,Operaciones,10,0.2,No
30,51,Hombre,No,23,7,9.9,18.6,Operaciones,1,4.4,No
20,58,Hombre,Sí,17,2,7.8,14.0,IT,7,9.7,No
30,50,Hombre,No,20,1,8.3,1.6,IT,2,4.8,No
26,43,Hombre,No,26,9,10.0,3.6,RRHH,7,2.3,No
17,25,Mujer,No,21,5,2.8,1.0,IT,3,1.0,No
23,41,Mujer,Sí,10,5,3.1,8.2,IT,9,3.5,No
33,53,Hombre,No,12,10,4.6,11.0,Operaciones,5,4.0,Sí
23,57,Hombre,No,7,4,2.9,9.5,RRHH,7,0.3,Sí
20,25,Mujer,Sí,26,2,30.0,2.8,Operaciones,8,2.9,No
29,48,Hombre,No,0,5,13.5,7.1,Ventas,2,5.6,Sí
22,38,Mujer,No,16,2,1.4,0.5,IT,1,11.4,No
27,33,Hombre,Sí,11,7,0.0,0.2,RRHH,7,4.0,Sí
23,43,Hombre,No,3,9,0.3,7.0,Ventas,6,7.2,No
27,38,Hombre,Sí,20,9,2.2,2.8,RRHH,6,1.6,Sí
28,31,Hombre,No,12,6,1.0,27.1,Ventas,2,3.2,Sí
17,22,Mujer,Sí,30,1,6.1,0.5,RRHH,3,1.3,Sí
28,43,Mujer,No,28,6,15.6,9.7,Marketing,4,3.2,No
27,47,Mujer,Sí,8,5,10.7,3.3,Ventas,3,2.7,No
16,39,Hombre,No,26,4,1.9,8.8,IT,2,1.7,No
28,35,Mujer,No,29,6,4.1,8.5,Marketing,3,4.2,No
22,50,Mujer,No,6,6,5.7,12.4,Marketing,6,2.0,No
25,33,Mujer,No,22,6,13.3,1.8,IT,9,9.7,No
24,57,Hombre,No,23,2,14.6,15.0,Operaciones,4,3.0,No
35,56,Hombre,Sí,30,7,19.2,0.8,IT,6,5.4,No
27,33,Mujer,Sí,4,4,5.7,0.4,IT,1,3.7,Sí
31,28,Mujer,No,4,9,9.5,2.8,Ventas,6,1.0,Sí
29,50,Hombre,Sí,16,10,0.9,8.8,Operaciones,3,0.6,No
22,32,Hombre,Sí,29,2,6.7,3.2,Ventas,9,5.5,Sí
21,54,Mujer,No,8,5,2.3,8.8,IT,4,8.5,No
21,27,Mujer,Sí,5,4,4.5,6.5,RRHH,7,3.6,No
32,36,Hombre,Sí,24,9,8.0,1.2,Ventas,4,3.4,Sí
22,53,Mujer,No,18,4,2.4,14.9,IT,6,4.4,No
27,32,Mujer,No,15,8,0.4,0.3,Ventas,7,2.4,No
28,44,Mujer,No,20,8,0.1,11.4,RRHH,2,9.9,No
20,47,Mujer,No,1,6,0.2,1.8,IT,10,2.8,No
26,55,Hombre,No,9,6,0.1,3.5,Operaciones,6,4.5,Sí
26,55,Mujer,No,15,8,0.9,2.7,Operaciones,8,2.5,Sí
28,50,Hombre,Sí,4,10,2.2,0.9,Marketing,6,7.3,No
25,25,Mujer,Sí,14,9,2.0,2.2,Marketing,2,1.3,No
36,38,Mujer,No,12,5,30.0,1.1,IT,4,0.5,Sí
24,56,Hombre,No,12,1,2.9,1.1,IT,1,1.6,No
18,34,Mujer,No,12,1,1.1,1.0,Marketing,7,10.0,No
16,62,No binario,Sí,14,2,6.3,3.4,Operaciones,8,2.9,No
30,60,Hombre,Sí,13,10,15.6,8.0,IT,10,2.2,No
34,36,Mujer,No,7,10,9.1,4.2,IT,2,8.2,No
21,50,Mujer,Sí,10,5,2.8,11.2,IT,10,5.0,No
21,50,Mujer,No,17,4,6.6,5.1,IT,5,5.3,Sí
22,32,Hombre,Sí,23,1,10.0,5.8,Ventas,8,2.6,No
23,53,Hombre,Sí,3,4,10.4,5.5,IT,8,0.6,No
25,23,Hombre,No,25,4,8.8,3.0,IT,5,1.9,Sí
30,35,Mujer,No,9,10,16.4,5.8,IT,8,1.1,No
21,41,Hombre,Sí,30,4,16.3,0.4,IT,6,9.1,No
24,43,Mujer,Sí,0,1,6.9,9.8,Marketing,5,1.5,Sí
27,32,Hombre,No,28,9,4.5,7.5,Operaciones,4,2.0,Sí
22,48,Mujer,Sí,4,3,8.2,1.4,Operaciones,5,2.4,Sí
30,24,Hombre,No,12,4,13.6,7.3,IT,4,3.0,No
28,38,Hombre,No,0,5,0.0,0.1,Ventas,1,7.0,Sí
36,65,Hombre,Sí,22,7,30.0,1.2,Operaciones,3,5.4,No
22,49,Hombre,No,7,6,1.6,0.3,Marketing,8,2.6,Sí
19,50,Mujer,Sí,2,5,5.1,7.6,IT,7,7.6,No
30,42,Mujer,No,2,8,16.4,7.1,Ventas,7,5.0,No
16,37,Mujer,Sí,6,1,2.0,8.4,Ventas,3,4.1,No
25,58,Mujer,No,3,7,5.2,0.0,Ventas,9,2.3,Sí
24,41,Mujer,Sí,2,6,1.1,3.5,Ventas,6,9.7,No
24,27,Mujer,Sí,14,5,4.0,6.1,Operaciones,8,3.0,No
26,40,Mujer,No,7,7,1.6,0.8,IT,8,2.1,No
27,26,Mujer,No,2,3,3.6,5.2,Marketing,3,6.2,No
18,24,Hombre,No,28,1,3.7,0.4,RRHH,4,2.1,Sí
28,22,Mujer,Sí,29,9,30.0,1.0,RRHH,6,12.9,Sí
32,59,Hombre,No,6,2,30.0,3.2,Operaciones,2,5.2,Sí
26,36,Mujer,Sí,17,10,1.0,5.3,Operaciones,7,2.4,No
27,55,Mujer,Sí,10,3,10.4,0.8,IT,2,9.0,No
29,56,Hombre,No,10,8,0.4,1.0,Operaciones,5,2.6,No
24,46,Hombre,Sí,16,10,0.2,1.1,Marketing,4,5.5,No
27,45,Mujer,No,27,9,0.9,1.4,Ventas,9,1.4,No
27,33,Mujer,No,5,3,26.9,1.3,Marketing,2,8.9,Sí
32,39,Hombre,No,7,6,22.6,2.5,Marketing,7,1.0,Sí
26,36,Mujer,No,0,7,1.7,5.3,Operaciones,7,5.0,No
19,65,Mujer,No,28,1,1.4,2.9,IT,7,12.4,No
28,37,Mujer,Sí,9,7,2.2,7.5,IT,1,4.4,No
21,48,No binario,No,27,4,5.8,6.4,Ventas,8,2.9,No
24,29,Mujer,Sí,24,5,6.7,0.7,IT,2,4.5,Sí
30,46,Hombre,Sí,30,8,2.0,0.3,Ventas,5,12.9,Sí
26,38,Mujer,No,18,4,11.3,10.5,IT,2,5.2,No
21,50,Mujer,No,2,4,3.0,0.4,RRHH,5,3.1,No
32,29,Hombre,No,3,8,20.4,0.8,Ventas,7,11.2,No
26,36,Hombre,Sí,10,5,8.6,0.1,IT,6,2.1,No
27,48,Hombre,No,14,6,4.6,4.9,Ventas,5,3.7,Sí
31,28,Mujer,Sí,0,5,12.5,4.4,Ventas,4,1.9,No
21,24,Mujer,No,8,1,13.6,21.7,IT,8,7.3,No
28,50,Mujer,No,10,7,2.7,10.9,Ventas,8,5.4,Sí
29,65,Mujer,No,18,6,3.3,2.6,IT,1,1.9,No
26,45,Mujer,Sí,12,2,22.0,2.3,Ventas,10,1.4,No
20,24,Hombre,Sí,25,7,1.4,1.8,Ventas,2,7.4,No
27,41,Hombre,Sí,15,6,0.3,0.8,IT,3,2.2,No
27,36,Hombre,No,3,5,4.8,0.7,IT,1,0.5,No
35,46,Hombre,No,0,8,12.9,0.7,Ventas,3,5.5,No
26,51,Mujer,Sí,19,5,11.8,0.6,IT,10,5.4,Sí
25,35,Mujer,No,12,2,20.2,1.4,RRHH,8,3.7,No
26,28,Hombre,No,0,6,6.1,1.8,Marketing,4,6.5,No
21,38,Mujer,No,4,1,0.8,16.3,Ventas,7,4.6,Sí
25,65,Mujer,No,4,5,7.1,4.3,IT,7,6.7,No
29,41,Hombre,No,13,6,12.1,21.9,Marketing,5,4.2,No
31,57,Hombre,Sí,26,7,0.8,2.3,Ventas,1,0.9,Sí
20,30,Hombre,Sí,22,2,1.5,3.1,Operaciones,10,1.8,Sí
20,59,Hombre,Sí,13,1,0.1,2.0,Operaciones,4,3.3,Sí
24,43,Mujer,No,7,6,7.2,1.0,Operaciones,7,3.4,No
25,23,Hombre,No,3,3,17.4,0.8,RRHH,5,2.3,No
29,45,Hombre,No,6,5,8.9,14.5,Marketing,2,1.7,No
30,29,Mujer,Sí,19,2,30.0,21.6,Marketing,8,0.5,Sí
20,32,No binario,No,18,1,0.5,0.2,Marketing,2,4.5,Sí
21,34,Hombre,Sí,14,1,18.7,0.8,RRHH,8,4.2,No
26,38,Hombre,Sí,21,4,13.5,2.8,Marketing,2,2.7,No
27,29,Hombre,No,3,10,3.0,1.0,IT,5,2.7,Sí
32,42,Hombre,No,29,2,29.1,2.3,IT,4,9.2,Sí
28,39,Hombre,No,18,1,2.7,0.7,Operaciones,1,2.0,Sí
30,51,Mujer,No,30,6,17.6,3.0,Ventas,8,2.1,No
26,39,Hombre,Sí,30,4,17.0,1.6,Marketing,10,10.0,No
27,52,Hombre,Sí,8,10,11.3,2.2,Operaciones,3,2.9,No
26,59,Mujer,Sí,20,7,6.6,0.5,Marketing,4,4.4,No
20,53,Hombre,No,12,6,1.0,2.8,Operaciones,4,2.7,No
26,32,Hombre,No,13,5,6.1,20.4,Marketing,5,5.6,Sí
36,46,Hombre,Sí,22,10,3.5,2.0,Ventas,3,3.1,Sí
29,54,No binario,No,27,2,12.6,10.5,RRHH,9,12.9,No
29,59,Hombre,Sí,13,5,11.4,9.3,IT,4,7.7,Sí
31,62,Mujer,Sí,21,9,19.3,15.2,IT,10,3.7,No
29,29,Mujer,No,9,9,0.1,7.8,IT,4,2.2,Sí
21,32,Hombre,Sí,15,2,13.2,5.4,IT,6,2.7,Sí
32,43,No binario,No,30,7,22.3,9.7,IT,8,3.5,Sí
24,45,Hombre,No,4,10,12.5,0.4,IT,7,7.0,No
18,62,Hombre,No,22,4,1.1,3.1,Marketing,4,3.8,No
22,38,Mujer,Sí,26,3,0.7,22.7,RRHH,4,2.4,Sí
27,33,Mujer,Sí,5,1,0.2,7.3,IT,5,4.2,Sí
27,53,Mujer,No,25,3,7.9,16.4,Ventas,10,4.8,No
31,36,Hombre,Sí,1,9,7.9,7.6,Marketing,5,1.8,No
38,37,Hombre,Sí,12,9,30.0,10.4,Marketing,1,4.7,Sí
29,43,Mujer,No,28,7,4.1,6.1,Operaciones,8,3.9,No
19,49,Hombre,No,12,3,3.2,7.1,Ventas,10,10.0,No
21,41,Hombre,No,18,3,7.8,3.7,Operaciones,5,1.5,No
26,54,Hombre,Sí,17,4,14.0,12.9,IT,3,5.9,No
26,31,Hombre,No,27,7,22.1,8.7,Marketing,3,3.0,No
35,61,Mujer,Sí,18,7,13.0,9.3,Ventas,4,6.0,No
21,53,Hombre,Sí,0,2,4.5,5.6,IT,7,3.8,Sí
22,54,No binario,No,7,5,8.1,1.8,Ventas,5,8.2,No
30,23,Hombre,No,21,7,15.5,0.2,IT,1,1.9,Sí
26,54,Mujer,No,15,7,5.4,13.7,IT,5,6.0,No
32,54,Hombre,No,28,6,2.0,4.4,RRHH,5,8.1,Sí
30,62,Hombre,No,1,10,1.5,1.8,Marketing,6,9.5,No
30,34,Hombre,No,7,10,0.0,0.8,IT,7,11.8,Sí
31,51,Hombre,No,5,8,10.1,8.8,IT,5,5.9,Sí
24,54,Mujer,No,15,3,0.9,9.1,IT,2,5.8,No
21,34,No binario,No,22,1,2.2,8.4,Operaciones,2,0.7,No
23,47,Mujer,No,10,3,2.8,5.2,IT,4,0.7,No
27,43,Hombre,No,16,2,6.6,2.3,IT,1,7.3,Sí
21,60,Hombre,Sí,22,2,4.1,1.8,Ventas,7,0.8,No
23,23,Hombre,No,18,2,9.0,0.0,Marketing,1,15.0,Sí
20,59,Mujer,Sí,10,5,0.5,9.0,IT,3,5.0,No
20,60,Mujer,No,27,1,1.1,0.5,Ventas,10,1.2,No
23,47,Mujer,Sí,7,10,5.5,5.0,RRHH,7,3.1,No
22,36,Hombre,No,21,4,3.3,3.5,Marketing,6,3.2,Sí
25,55,Mujer,No,3,10,2.8,3.7,Marketing,7,4.9,No
22,63,Hombre,Sí,10,5,0.6,13.1,Ventas,5,5.6,No
24,65,Mujer,Sí,7,2,18.1,0.2,IT,8,8.6,Sí
25,61,Mujer,Sí,8,5,9.4,7.4,Operaciones,6,1.2,No
29,32,Mujer,No,25,10,1.0,0.3,Operaciones,4,2.8,Sí
29,24,Mujer,Sí,1,4,0.5,0.2,IT,1,1.3,No
38,27,Hombre,Sí,15,8,29.5,2.8,Ventas,2,3.4,No
18,30,Mujer,Sí,30,1,9.1,0.3,IT,6,2.9,No
27,27,Hombre,No,5,5,4.3,7.8,IT,4,1.4,No
30,30,Mujer,Sí,20,10,9.7,3.8,Marketing,3,1.1,Sí
21,60,Hombre,No,20,1,11.3,0.1,Operaciones,7,13.7,Sí
32,52,Mujer,Sí,25,10,12.1,0.2,IT,7,4.3,No
30,53,Mujer,No,26,10,5.2,4.7,Ventas,2,2.2,No
22,62,Mujer,Sí,18,4,4.5,8.2,Operaciones,8,1.5,Sí
25,33,Mujer,No,27,8,0.1,2.9,Ventas,1,10.1,No
22,29,Mujer,Sí,7,1,20.9,4.0,Operaciones,10,2.3,Sí
26,29,Mujer,No,13,2,7.4,8.0,Marketing,7,7.2,No
17,49,Mujer,No,23,1,1.8,4.7,Operaciones,10,5.0,Sí
32,41,Mujer,No,15,7,20.2,1.3,Ventas,1,3.4,No
24,28,Hombre,No,11,2,19.7,4.7,Ventas,3,1.2,Sí
30,32,No binario,No,4,1,30.0,4.9,IT,3,1.9,Sí
23,41,Mujer,No,23,6,16.6,6.6,IT,10,15.0,No
35,37,Mujer,No,25,6,30.0,4.8,IT,2,3.7,No
17,25,Hombre,Sí,30,10,2.2,17.4,Operaciones,10,5.9,No
28,27,Hombre,No,23,2,14.8,1.1,RRHH,5,3.7,Sí
21,43,Mujer,No,18,1,13.9,15.1,Marketing,4,8.6,No
26,47,Hombre,Sí,17,10,2.1,3.9,Ventas,6,1.9,Sí
24,24,Mujer,Sí,8,3,0.8,5.6,Marketing,2,2.9,No
38,62,Mujer,Sí,1,10,30.0,0.5,Marketing,4,2.8,No
24,63,Hombre,No,24,5,2.8,2.4,IT,7,4.9,No
32,35,Mujer,Sí,19,6,16.4,7.3,Operaciones,1,10.6,Sí
19,32,Mujer,Sí,11,3,0.0,6.1,Ventas,3,2.2,No
26,39,Mujer,Sí,28,9,0.2,0.2,IT,1,4.1,No
26,33,Mujer,No,1,5,5.0,4.0,Ventas,2,7.8,No
17,44,Hombre,No,9,2,2.2,0.5,RRHH,9,1.9,No
30,33,Mujer,Sí,0,10,9.4,27.4,Marketing,10,8.0,No
27,34,Hombre,Sí,3,6,6.7,11.4,IT,5,6.3,No
26,46,Mujer,Sí,24,8,0.6,0.1,Ventas,4,1.1,Sí
19,40,Mujer,No,11,6,1.4,9.8,Ventas,4,2.9,No
19,57,Hombre,No,8,4,3.9,12.6,Ventas,8,2.9,No
29,29,Mujer,No,3,6,1.6,2.2,IT,3,3.0,No
28,50,Mujer,Sí,8,8,12.6,6.4,Ventas,4,1.7,No
33,53,Hombre,No,30,8,4.3,2.9,IT,2,2.4,No
34,65,No binario,No,27,10,0.8,5.3,Operaciones,6,4.3,No
21,39,Hombre,Sí,5,2,5.3,2.1,IT,9,14.6,No
30,27,Hombre,Sí,0,8,0.8,1.9,Marketing,4,5.2,Sí
21,39,Mujer,Sí,9,6,1.1,2.8,Ventas,6,9.1,No
25,40,Mujer,No,28,2,2.2,0.8,IT,4,5.1,No
27,43,Mujer,No,13,1,15.7,8.9,IT,2,2.1,Sí
29,58,Mujer,No,21,6,20.7,2.1,Ventas,6,8.2,No
35,53,Mujer,No,24,7,14.0,2.6,Ventas,7,4.9,No
31,62,Mujer,Sí,28,10,3.3,11.2,Operaciones,4,8.5,No
19,24,Hombre,No,17,5,2.5,3.4,Operaciones,7,2.4,No
29,49,Hombre,No,5,10,6.4,3.9,Ventas,8,1.6,Sí
25,31,Hombre,Sí,17,8,10.2,15.7,IT,3,4.0,No
34,56,Hombre,No,19,9,30.0,10.9,Operaciones,2,6.9,No
22,50,Mujer,Sí,15,4,1.1,0.9,Ventas,5,1.6,No
22,36,Hombre,Sí,14,7,0.4,3.2,Marketing,2,1.8,No
26,54,Hombre,No,15,8,9.5,17.8,Operaciones,10,9.4,Sí
25,28,Hombre,No,7,6,14.3,2.3,Operaciones,5,1.8,No
25,33,Mujer,No,12,2,15.0,2.3,IT,10,1.7,No
31,51,Mujer,Sí,22,7,9.1,1.1,Ventas,6,5.2,No
29,42,Mujer,No,10,9,24.6,0.6,Ventas,8,2.4,No
31,52,Mujer,No,27,5,5.7,6.7,Operaciones,6,2.9,No
30,45,Mujer,No,28,2,19.6,7.3,Operaciones,4,3.6,No
32,41,Mujer,No,24,4,27.5,17.4,Marketing,3,0.9,No
22,58,Hombre,No,6,3,15.0,7.4,RRHH,2,0.7,No
19,25,Mujer,Sí,16,4,3.0,1.4,Marketing,1,4.7,No
29,49,Mujer,No,17,10,1.7,0.2,Marketing,2,2.2,No
30,65,Mujer,Sí,21,7,6.4,21.1,RRHH,2,7.4,Sí
27,41,Mujer,Sí,22,10,4.8,2.1,Marketing,5,3.7,No
29,45,Mujer,No,18,8,16.8,1.9,IT,9,2.0,No
22,53,Mujer,No,24,1,0.8,11.8,Ventas,1,10.8,No
25,62,Mujer,Sí,12,8,2.4,4.4,Marketing,4,2.4,No
24,57,Hombre,No,14,5,11.1,1.2,IT,10,2.3,No
32,55,Mujer,Sí,22,7,0.8,11.0,IT,7,1.0,Sí
17,57,Hombre,No,29,1,3.1,25.1,RRHH,10,2.1,Sí
23,23,Mujer,No,21,2,3.9,0.5,Marketing,3,3.2,Sí
20,36,Mujer,No,28,1,7.8,9.9,Operaciones,8,1.0,No
26,55,Hombre,Sí,21,5,1.4,2.5,Ventas,3,1.7,Sí
27,57,Mujer,No,0,6,15.8,3.7,Marketing,8,8.5,Sí
33,27,Hombre,No,28,10,4.7,12.3,Ventas,2,1.7,Sí
35,60,Mujer,No,15,9,19.9,18.1,Operaciones,5,2.4,Sí
21,63,Hombre,No,4,8,5.0,1.5,Ventas,4,4.8,No
23,33,Mujer,No,25,7,2.6,1.2,Marketing,9,5.1,No
24,24,Hombre,Sí,2,5,1.2,0.4,RRHH,3,2.6,No
20,39,Mujer,No,22,3,0.0,4.1,IT,5,7.0,No
25,61,Hombre,No,9,9,6.1,0.1,Operaciones,10,7.5,No
20,42,Mujer,Sí,18,5,0.9,2.7,Operaciones,9,2.0,No
22,36,Mujer,No,4,3,4.0,0.4,IT,6,1.3,No
23,54,No binario,Sí,6,3,7.1,2.6,Ventas,2,1.7,No
21,56,Mujer,No,13,3,2.6,0.2,IT,1,4.9,No
27,47,Mujer,No,2,6,1.5,9.0,IT,1,2.1,No
21,29,Hombre,Sí,12,1,11.9,1.2,Operaciones,7,2.1,No
31,57,Hombre,No,12,4,23.5,2.0,Operaciones,2,3.3,No
21,51,Hombre,Sí,9,8,0.8,10.2,Ventas,7,2.3,No
20,44,Mujer,Sí,1,3,1.4,6.9,IT,1,5.3,No
28,63,Mujer,Sí,5,5,25.8,1.2,IT,4,2.2,No
16,65,Hombre,No,7,2,0.3,0.4,Ventas,10,6.9,No
29,35,Mujer,Sí,3,2,30.0,6.3,IT,4,6.6,No
25,35,Mujer,No,24,7,0.0,2.5,IT,5,6.7,Sí
25,23,Mujer,No,11,10,16.6,7.3,IT,10,2.5,Sí
32,58,Hombre,Sí,27,3,2.9,2.9,Marketing,1,2.9,Sí
26,26,Hombre,No,14,5,22.3,2.1,Marketing,7,11.0,No
21,59,Mujer,No,7,3,3.0,3.0,Ventas,2,2.9,Sí
30,62,Mujer,No,6,6,8.5,6.9,RRHH,2,2.4,Sí
23,35,Hombre,Sí,13,10,0.7,11.6,Marketing,8,4.1,Sí
21,60,Mujer,Sí,22,3,2.2,0.3,Operaciones,9,5.8,No
25,46,Mujer,Sí,18,8,11.9,3.7,IT,6,7.6,No
24,41,Mujer,Sí,13,2,6.0,0.2,Operaciones,1,1.7,Sí
26,23,Mujer,Sí,21,3,21.0,3.2,Operaciones,1,1.6,No
24,60,Hombre,Sí,12,8,4.5,10.8,IT,7,0.3,Sí
29,27,Hombre,Sí,28,8,16.3,2.2,IT,8,6.1,Sí
25,38,Mujer,Sí,20,1,4.8,13.5,Operaciones,3,5.5,No
29,46,Hombre,Sí,0,8,30.0,5.0,Marketing,9,3.5,No
36,49,Hombre,Sí,26,10,25.7,13.6,Operaciones,4,3.7,No
17,23,Hombre,No,18,2,3.2,7.1,RRHH,4,2.7,No
33,56,Hombre,Sí,28,7,17.4,0.5,Marketing,3,7.9,No
31,58,Hombre,No,27,6,15.1,1.3,Ventas,8,3.5,No
20,26,Hombre,Sí,0,2,1.9,2.5,IT,9,7.7,No
26,22,Hombre,No,3,5,7.8,0.9,Operaciones,1,3.1,No
25,61,Hombre,Sí,9,7,0.6,3.4,IT,2,1.8,Sí
31,33,Mujer,No,2,8,14.5,3.2,Ventas,1,1.2,No
24,57,Mujer,No,26,3,1.5,15.6,Marketing,4,3.1,No
15,44,Mujer,Sí,19,1,0.6,2.8,Marketing,10,3.6,No
26,52,Hombre,No,8,7,4.1,7.7,IT,7,2.3,Sí
21,32,Hombre,No,2,5,6.9,14.2,IT,7,2.2,No
19,31,Mujer,Sí,27,5,15.4,10.5,IT,6,1.1,Sí
36,24,Mujer,No,5,7,29.3,1.2,Ventas,5,5.1,No
22,35,Mujer,No,5,1,4.6,3.4,RRHH,4,5.7,No
24,37,Hombre,No,22,8,0.5,2.1,IT,8,5.6,No
27,31,Mujer,Sí,24,10,11.1,2.6,Operaciones,7,7.6,Sí
21,50,Hombre,No,11,5,6.7,2.2,RRHH,10,6.1,No
